holiday_names,day,month,year,country_cd,country,date,national_cd
Martyrs' Day,29,3,2030,156,Madagascar,2030-03-29,MG
Easter Monday,22,4,2030,156,Madagascar,2030-04-22,MG
Labor Day,1,5,2030,156,Madagascar,2030-05-01,MG
Ascension Day,30,5,2030,156,Madagascar,2030-05-30,MG
Whit Monday,10,6,2030,156,Madagascar,2030-06-10,MG
Independence Day,26,6,2030,156,Madagascar,2030-06-26,MG
Assumption of Mary,15,8,2030,156,Madagascar,2030-08-15,MG
All Saints' Day,1,11,2030,156,Madagascar,2030-11-01,MG
Christmas Day,25,12,2030,156,Madagascar,2030-12-25,MG
New Year's Eve,31,12,2030,156,Madagascar,2030-12-31,MG
New Year,1,1,2018,162,Malawi,2018-01-01,MW
John Chilembwe Day,15,1,2018,162,Malawi,2018-01-15,MW
Martyrs' Day,3,3,2018,162,Malawi,2018-03-03,MW
'Martyrs' Day' day off,5,3,2018,162,Malawi,2018-03-05,MW
Good Friday,30,3,2018,162,Malawi,2018-03-30,MW
Easter Saturday,31,3,2018,162,Malawi,2018-03-31,MW
Easter Monday,2,4,2018,162,Malawi,2018-04-02,MW
May Day,1,5,2018,162,Malawi,2018-05-01,MW
Kamuzu Day,14,5,2018,162,Malawi,2018-05-14,MW
Eid al-Fitr,15,6,2018,162,Malawi,2018-06-15,MW
Independence Day,6,7,2018,162,Malawi,2018-07-06,MW
Mother's Day,15,10,2018,162,Malawi,2018-10-15,MW
Christmas Day,25,12,2018,162,Malawi,2018-12-25,MW
Boxing Day,26,12,2018,162,Malawi,2018-12-26,MW
New Year,1,1,2019,162,Malawi,2019-01-01,MW
John Chilembwe Day,15,1,2019,162,Malawi,2019-01-15,MW
Martyrs' Day,3,3,2019,162,Malawi,2019-03-03,MW
'Martyrs' Day' day off,4,3,2019,162,Malawi,2019-03-04,MW
Good Friday,19,4,2019,162,Malawi,2019-04-19,MW
Easter Saturday,20,4,2019,162,Malawi,2019-04-20,MW
Easter Monday,22,4,2019,162,Malawi,2019-04-22,MW
May Day,1,5,2019,162,Malawi,2019-05-01,MW
Kamuzu Day,14,5,2019,162,Malawi,2019-05-14,MW
Eid al-Fitr,5,6,2019,162,Malawi,2019-06-05,MW
Independence Day,6,7,2019,162,Malawi,2019-07-06,MW
'Independence Day' day off,8,7,2019,162,Malawi,2019-07-08,MW
Mother's Day,15,10,2019,162,Malawi,2019-10-15,MW
Christmas Day,25,12,2019,162,Malawi,2019-12-25,MW
Boxing Day,26,12,2019,162,Malawi,2019-12-26,MW
New Year,1,1,2020,162,Malawi,2020-01-01,MW
John Chilembwe Day,15,1,2020,162,Malawi,2020-01-15,MW
Martyrs' Day,3,3,2020,162,Malawi,2020-03-03,MW
Good Friday,10,4,2020,162,Malawi,2020-04-10,MW
Easter Saturday,11,4,2020,162,Malawi,2020-04-11,MW
Easter Monday,13,4,2020,162,Malawi,2020-04-13,MW
May Day,1,5,2020,162,Malawi,2020-05-01,MW
Kamuzu Day,14,5,2020,162,Malawi,2020-05-14,MW
Eid al-Fitr,24,5,2020,162,Malawi,2020-05-24,MW
'Eid al-Fitr' day off,25,5,2020,162,Malawi,2020-05-25,MW
Independence Day,6,7,2020,162,Malawi,2020-07-06,MW
Mother's Day,15,10,2020,162,Malawi,2020-10-15,MW
Christmas Day,25,12,2020,162,Malawi,2020-12-25,MW
Boxing Day,26,12,2020,162,Malawi,2020-12-26,MW
'Boxing Day' day off,28,12,2020,162,Malawi,2020-12-28,MW
New Year,1,1,2021,162,Malawi,2021-01-01,MW
John Chilembwe Day,15,1,2021,162,Malawi,2021-01-15,MW
Martyrs' Day,3,3,2021,162,Malawi,2021-03-03,MW
Good Friday,2,4,2021,162,Malawi,2021-04-02,MW
Easter Saturday,3,4,2021,162,Malawi,2021-04-03,MW
Easter Monday,5,4,2021,162,Malawi,2021-04-05,MW
May Day,1,5,2021,162,Malawi,2021-05-01,MW
'May Day' day off,3,5,2021,162,Malawi,2021-05-03,MW
Eid al-Fitr,14,5,2021,162,Malawi,2021-05-14,MW
'Eid al-Fitr' day off,17,5,2021,162,Malawi,2021-05-17,MW
Independence Day,6,7,2021,162,Malawi,2021-07-06,MW
Mother's Day,15,10,2021,162,Malawi,2021-10-15,MW
Christmas Day,25,12,2021,162,Malawi,2021-12-25,MW
Boxing Day,26,12,2021,162,Malawi,2021-12-26,MW
'Christmas Day' day off,27,12,2021,162,Malawi,2021-12-27,MW
'Boxing Day' day off,28,12,2021,162,Malawi,2021-12-28,MW
New Year,1,1,2022,162,Malawi,2022-01-01,MW
'New Year' day off,3,1,2022,162,Malawi,2022-01-03,MW
John Chilembwe Day,15,1,2022,162,Malawi,2022-01-15,MW
'John Chilembwe Day' day off,17,1,2022,162,Malawi,2022-01-17,MW
Martyrs' Day,3,3,2022,162,Malawi,2022-03-03,MW
Good Friday,15,4,2022,162,Malawi,2022-04-15,MW
Easter Saturday,16,4,2022,162,Malawi,2022-04-16,MW
Easter Monday,18,4,2022,162,Malawi,2022-04-18,MW
May Day,1,5,2022,162,Malawi,2022-05-01,MW
'May Day' day off,2,5,2022,162,Malawi,2022-05-02,MW
Eid al-Fitr,3,5,2022,162,Malawi,2022-05-03,MW
Kamuzu Day,14,5,2022,162,Malawi,2022-05-14,MW
'Kamuzu Day' day off,16,5,2022,162,Malawi,2022-05-16,MW
Independence Day,6,7,2022,162,Malawi,2022-07-06,MW
Mother's Day,15,10,2022,162,Malawi,2022-10-15,MW
'Mother's Day' day off,17,10,2022,162,Malawi,2022-10-17,MW
Christmas Day,25,12,2022,162,Malawi,2022-12-25,MW
'Christmas Day' day off,26,12,2022,162,Malawi,2022-12-26,MW
'Boxing Day' day off,27,12,2022,162,Malawi,2022-12-27,MW
New Year,1,1,2023,162,Malawi,2023-01-01,MW
'New Year' day off,2,1,2023,162,Malawi,2023-01-02,MW
John Chilembwe Day,15,1,2023,162,Malawi,2023-01-15,MW
'John Chilembwe Day' day off,16,1,2023,162,Malawi,2023-01-16,MW
Martyrs' Day,3,3,2023,162,Malawi,2023-03-03,MW
Good Friday,7,4,2023,162,Malawi,2023-04-07,MW
Easter Saturday,8,4,2023,162,Malawi,2023-04-08,MW
Easter Monday,10,4,2023,162,Malawi,2023-04-10,MW
Eid al-Fitr,22,4,2023,162,Malawi,2023-04-22,MW
May Day,1,5,2023,162,Malawi,2023-05-01,MW
Kamuzu Day,14,5,2023,162,Malawi,2023-05-14,MW
'Kamuzu Day' day off,15,5,2023,162,Malawi,2023-05-15,MW
Independence Day,6,7,2023,162,Malawi,2023-07-06,MW
Mother's Day,15,10,2023,162,Malawi,2023-10-15,MW
'Mother's Day' day off,16,10,2023,162,Malawi,2023-10-16,MW
Christmas Day,25,12,2023,162,Malawi,2023-12-25,MW
Boxing Day,26,12,2023,162,Malawi,2023-12-26,MW
New Year,1,1,2024,162,Malawi,2024-01-01,MW
John Chilembwe Day,15,1,2024,162,Malawi,2024-01-15,MW
Martyrs' Day,3,3,2024,162,Malawi,2024-03-03,MW
'Martyrs' Day' day off,4,3,2024,162,Malawi,2024-03-04,MW
Good Friday,29,3,2024,162,Malawi,2024-03-29,MW
Easter Saturday,30,3,2024,162,Malawi,2024-03-30,MW
Easter Monday,1,4,2024,162,Malawi,2024-04-01,MW
Eid al-Fitr,10,4,2024,162,Malawi,2024-04-10,MW
May Day,1,5,2024,162,Malawi,2024-05-01,MW
Kamuzu Day,14,5,2024,162,Malawi,2024-05-14,MW
Independence Day,6,7,2024,162,Malawi,2024-07-06,MW
'Independence Day' day off,8,7,2024,162,Malawi,2024-07-08,MW
Mother's Day,15,10,2024,162,Malawi,2024-10-15,MW
Christmas Day,25,12,2024,162,Malawi,2024-12-25,MW
Boxing Day,26,12,2024,162,Malawi,2024-12-26,MW
New Year,1,1,2025,162,Malawi,2025-01-01,MW
John Chilembwe Day,15,1,2025,162,Malawi,2025-01-15,MW
Martyrs' Day,3,3,2025,162,Malawi,2025-03-03,MW
Eid al-Fitr,31,3,2025,162,Malawi,2025-03-31,MW
Good Friday,18,4,2025,162,Malawi,2025-04-18,MW
Easter Saturday,19,4,2025,162,Malawi,2025-04-19,MW
Easter Monday,21,4,2025,162,Malawi,2025-04-21,MW
May Day,1,5,2025,162,Malawi,2025-05-01,MW
Kamuzu Day,14,5,2025,162,Malawi,2025-05-14,MW
Independence Day,6,7,2025,162,Malawi,2025-07-06,MW
'Independence Day' day off,7,7,2025,162,Malawi,2025-07-07,MW
Mother's Day,15,10,2025,162,Malawi,2025-10-15,MW
Christmas Day,25,12,2025,162,Malawi,2025-12-25,MW
Boxing Day,26,12,2025,162,Malawi,2025-12-26,MW
New Year,1,1,2026,162,Malawi,2026-01-01,MW
John Chilembwe Day,15,1,2026,162,Malawi,2026-01-15,MW
Martyrs' Day,3,3,2026,162,Malawi,2026-03-03,MW
Eid al-Fitr,20,3,2026,162,Malawi,2026-03-20,MW
Good Friday,3,4,2026,162,Malawi,2026-04-03,MW
Easter Saturday,4,4,2026,162,Malawi,2026-04-04,MW
Easter Monday,6,4,2026,162,Malawi,2026-04-06,MW
May Day,1,5,2026,162,Malawi,2026-05-01,MW
Kamuzu Day,14,5,2026,162,Malawi,2026-05-14,MW
Independence Day,6,7,2026,162,Malawi,2026-07-06,MW
Mother's Day,15,10,2026,162,Malawi,2026-10-15,MW
Christmas Day,25,12,2026,162,Malawi,2026-12-25,MW
Boxing Day,26,12,2026,162,Malawi,2026-12-26,MW
'Boxing Day' day off,28,12,2026,162,Malawi,2026-12-28,MW
New Year,1,1,2027,162,Malawi,2027-01-01,MW
John Chilembwe Day,15,1,2027,162,Malawi,2027-01-15,MW
Martyrs' Day,3,3,2027,162,Malawi,2027-03-03,MW
Eid al-Fitr,10,3,2027,162,Malawi,2027-03-10,MW
Good Friday,26,3,2027,162,Malawi,2027-03-26,MW
Easter Saturday,27,3,2027,162,Malawi,2027-03-27,MW
Easter Monday,29,3,2027,162,Malawi,2027-03-29,MW
May Day,1,5,2027,162,Malawi,2027-05-01,MW
'May Day' day off,3,5,2027,162,Malawi,2027-05-03,MW
Kamuzu Day,14,5,2027,162,Malawi,2027-05-14,MW
Independence Day,6,7,2027,162,Malawi,2027-07-06,MW
Mother's Day,15,10,2027,162,Malawi,2027-10-15,MW
Christmas Day,25,12,2027,162,Malawi,2027-12-25,MW
Boxing Day,26,12,2027,162,Malawi,2027-12-26,MW
'Christmas Day' day off,27,12,2027,162,Malawi,2027-12-27,MW
'Boxing Day' day off,28,12,2027,162,Malawi,2027-12-28,MW
New Year,1,1,2028,162,Malawi,2028-01-01,MW
'New Year' day off,3,1,2028,162,Malawi,2028-01-03,MW
John Chilembwe Day,15,1,2028,162,Malawi,2028-01-15,MW
'John Chilembwe Day' day off,17,1,2028,162,Malawi,2028-01-17,MW
Eid al-Fitr,27,2,2028,162,Malawi,2028-02-27,MW
Martyrs' Day,3,3,2028,162,Malawi,2028-03-03,MW
Good Friday,14,4,2028,162,Malawi,2028-04-14,MW
Easter Saturday,15,4,2028,162,Malawi,2028-04-15,MW
Easter Monday,17,4,2028,162,Malawi,2028-04-17,MW
May Day,1,5,2028,162,Malawi,2028-05-01,MW
Kamuzu Day,14,5,2028,162,Malawi,2028-05-14,MW
'Kamuzu Day' day off,15,5,2028,162,Malawi,2028-05-15,MW
Independence Day,6,7,2028,162,Malawi,2028-07-06,MW
Mother's Day,15,10,2028,162,Malawi,2028-10-15,MW
'Mother's Day' day off,16,10,2028,162,Malawi,2028-10-16,MW
Christmas Day,25,12,2028,162,Malawi,2028-12-25,MW
Boxing Day,26,12,2028,162,Malawi,2028-12-26,MW
New Year,1,1,2029,162,Malawi,2029-01-01,MW
John Chilembwe Day,15,1,2029,162,Malawi,2029-01-15,MW
Eid al-Fitr,15,2,2029,162,Malawi,2029-02-15,MW
Martyrs' Day,3,3,2029,162,Malawi,2029-03-03,MW
'Martyrs' Day' day off,5,3,2029,162,Malawi,2029-03-05,MW
Good Friday,30,3,2029,162,Malawi,2029-03-30,MW
Easter Saturday,31,3,2029,162,Malawi,2029-03-31,MW
Easter Monday,2,4,2029,162,Malawi,2029-04-02,MW
May Day,1,5,2029,162,Malawi,2029-05-01,MW
Kamuzu Day,14,5,2029,162,Malawi,2029-05-14,MW
Independence Day,6,7,2029,162,Malawi,2029-07-06,MW
Mother's Day,15,10,2029,162,Malawi,2029-10-15,MW
Christmas Day,25,12,2029,162,Malawi,2029-12-25,MW
Boxing Day,26,12,2029,162,Malawi,2029-12-26,MW
New Year,1,1,2030,162,Malawi,2030-01-01,MW
John Chilembwe Day,15,1,2030,162,Malawi,2030-01-15,MW
Eid al-Fitr,5,2,2030,162,Malawi,2030-02-05,MW
Martyrs' Day,3,3,2030,162,Malawi,2030-03-03,MW
'Martyrs' Day' day off,4,3,2030,162,Malawi,2030-03-04,MW
Good Friday,19,4,2030,162,Malawi,2030-04-19,MW
Easter Saturday,20,4,2030,162,Malawi,2030-04-20,MW
Easter Monday,22,4,2030,162,Malawi,2030-04-22,MW
May Day,1,5,2030,162,Malawi,2030-05-01,MW
Kamuzu Day,14,5,2030,162,Malawi,2030-05-14,MW
Independence Day,6,7,2030,162,Malawi,2030-07-06,MW
'Independence Day' day off,8,7,2030,162,Malawi,2030-07-08,MW
Mother's Day,15,10,2030,162,Malawi,2030-10-15,MW
Christmas Day,25,12,2030,162,Malawi,2030-12-25,MW
Boxing Day,26,12,2030,162,Malawi,2030-12-26,MW
Valentine's Day,14,2,2018,69,Malaysia,2018-02-14,MY
Chinese Lunar New Year's Day,16,2,2018,69,Malaysia,2018-02-16,MY
Second day of Chinese Lunar New Year (Most regions),17,2,2018,69,Malaysia,2018-02-17,MY
Easter Sunday,1,4,2018,69,Malaysia,2018-04-01,MY
Labour Day,1,5,2018,69,Malaysia,2018-05-01,MY
General Elections,9,5,2018,69,Malaysia,2018-05-09,MY
Wesak Day,29,5,2018,69,Malaysia,2018-05-29,MY
Hari Raya Puasa (Many regions),15,6,2018,69,Malaysia,2018-06-15,MY
Hari Raya Puasa Day 2,16,6,2018,69,Malaysia,2018-06-16,MY
Hari Raya Haji,22,8,2018,69,Malaysia,2018-08-22,MY
Malaysia's National Day,31,8,2018,69,Malaysia,2018-08-31,MY
The Yang di-Pertuan Agong's Birthday,9,9,2018,69,Malaysia,2018-09-09,MY
Muharram/New Year,11,9,2018,69,Malaysia,2018-09-11,MY
The Prophet Muhammad's Birthday,20,11,2018,69,Malaysia,2018-11-20,MY
Christmas Eve,24,12,2018,69,Malaysia,2018-12-24,MY
Christmas Day,25,12,2018,69,Malaysia,2018-12-25,MY
New Year's Eve,31,12,2018,69,Malaysia,2018-12-31,MY
Chinese Lunar New Year's Day,5,2,2019,69,Malaysia,2019-02-05,MY
Second day of Chinese Lunar New Year (Most regions),6,2,2019,69,Malaysia,2019-02-06,MY
Valentine's Day,14,2,2019,69,Malaysia,2019-02-14,MY
Easter Sunday,21,4,2019,69,Malaysia,2019-04-21,MY
Labour Day,1,5,2019,69,Malaysia,2019-05-01,MY
Wesak Day,19,5,2019,69,Malaysia,2019-05-19,MY
'Wesak Day' observed,20,5,2019,69,Malaysia,2019-05-20,MY
Hari Raya Puasa,5,6,2019,69,Malaysia,2019-06-05,MY
Hari Raya Puasa Day 2,6,6,2019,69,Malaysia,2019-06-06,MY
Additional Public Holiday,30,7,2019,69,Malaysia,2019-07-30,MY
Hari Raya Haji,11,8,2019,69,Malaysia,2019-08-11,MY
Malaysia's National Day,31,8,2019,69,Malaysia,2019-08-31,MY
Muharram/New Year,1,9,2019,69,Malaysia,2019-09-01,MY
The Yang di-Pertuan Agong's Birthday,9,9,2019,69,Malaysia,2019-09-09,MY
Malaysia Day,16,9,2019,69,Malaysia,2019-09-16,MY
The Prophet Muhammad's Birthday,9,11,2019,69,Malaysia,2019-11-09,MY
Christmas Eve,24,12,2019,69,Malaysia,2019-12-24,MY
Christmas Day,25,12,2019,69,Malaysia,2019-12-25,MY
New Year's Eve,31,12,2019,69,Malaysia,2019-12-31,MY
Chinese Lunar New Year's Day,25,1,2020,69,Malaysia,2020-01-25,MY
Second day of Chinese Lunar New Year (Most regions),26,1,2020,69,Malaysia,2020-01-26,MY
Chinese Lunar New Year Holiday (Many regions),27,1,2020,69,Malaysia,2020-01-27,MY
Valentine's Day,14,2,2020,69,Malaysia,2020-02-14,MY
Easter Sunday,12,4,2020,69,Malaysia,2020-04-12,MY
Labour Day,1,5,2020,69,Malaysia,2020-05-01,MY
Wesak Day,7,5,2020,69,Malaysia,2020-05-07,MY
Hari Raya Puasa,24,5,2020,69,Malaysia,2020-05-24,MY
Hari Raya Puasa Day 2,25,5,2020,69,Malaysia,2020-05-25,MY
Hari Raya Puasa (Many regions),26,5,2020,69,Malaysia,2020-05-26,MY
The Yang di-Pertuan Agong's Birthday,8,6,2020,69,Malaysia,2020-06-08,MY
Hari Raya Haji,31,7,2020,69,Malaysia,2020-07-31,MY
Muharram/New Year,20,8,2020,69,Malaysia,2020-08-20,MY
Malaysia's National Day,31,8,2020,69,Malaysia,2020-08-31,MY
Malaysia Day,16,9,2020,69,Malaysia,2020-09-16,MY
The Prophet Muhammad's Birthday,29,10,2020,69,Malaysia,2020-10-29,MY
Christmas Eve,24,12,2020,69,Malaysia,2020-12-24,MY
Christmas Day,25,12,2020,69,Malaysia,2020-12-25,MY
New Year's Eve,31,12,2020,69,Malaysia,2020-12-31,MY
Chinese Lunar New Year's Day,12,2,2021,69,Malaysia,2021-02-12,MY
Second day of Chinese Lunar New Year (Most regions),13,2,2021,69,Malaysia,2021-02-13,MY
Valentine's Day,14,2,2021,69,Malaysia,2021-02-14,MY
Easter Sunday,4,4,2021,69,Malaysia,2021-04-04,MY
